SEQN	SDDSRVYR	RIDSTATR	RIAGENDR	RIDAGEYR	RIDAGEMN	RIDRETH1	RIDRETH3	RIDEXMON	RIDEXAGM	DMQMILIZ	DMQADFC	DMDBORN4	DMDCITZN	DMDYRSUS	DMDEDUC3	DMDEDUC2	DMDMARTL	RIDEXPRG	SIALANG	SIAPROXY	SIAINTRP	FIALANG	FIAPROXY	FIAINTRP	MIALANG	MIAPROXY	MIAINTRP	AIALANGA	DMDHHSIZ	DMDFMSIZ	DMDHHSZA	DMDHHSZB	DMDHHSZE	DMDHRGND	DMDHRAGE	DMDHRBR4	DMDHREDU	DMDHRMAR	DMDHSEDU	WTINT2YR	WTMEC2YR	SDMVPSU	SDMVSTRA	INDHHIN2	INDFMIN2	INDFMPIR
90764	9	2	1	69	NA	1	1	1	NA	1	2	1	1	NA	NA	1	1	NA	1	2	2	1	2	2	2	2	2	2	7	7	3	0	1	1	69	1	1	1	4	8386.346736	8214.432914	1	128	10	10	1.5
90766	9	2	1	35	NA	3	3	2	NA	2	NA	1	1	NA	NA	1	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	5	5	1	2	0	2	33	1	1	1	1	82360.45651	84908.663669	2	123	14	14	3.23
90767	9	2	2	40	NA	1	1	1	NA	2	NA	2	2	5	NA	3	1	2	2	2	2	2	2	2	2	2	2	2	6	6	2	2	0	1	40	2	2	1	3	32306.824984	33203.714297	2	127	6	6	0.98
90768	9	2	2	48	NA	2	2	1	NA	2	NA	2	1	8	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	48	NA	NA	1	5	22292.736879	25353.059353	1	124	14	14	3.3
90772	9	2	1	72	NA	3	3	2	NA	1	1	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	1	72	1	3	2	NA	19398.327012	19348.622957	2	130	4	4	1.35
90775	9	2	2	53	NA	1	1	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	53	1	4	1	NA	20180.772551	21116.366883	1	124	3	3	0.75
90776	9	2	2	40	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	3	1	2	2	1	2	2	1	2	2	NA	3	3	1	0	0	2	40	1	4	1	NA	54026.151494	55337.157764	1	126	8	8	2.24
90783	9	2	1	47	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	3	0	1	47	1	3	1	5	18743.386371	18442.99239	2	131	8	8	1.76
90789	9	2	2	46	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	1	1	60	1	4	1	5	117625.726382	120863.4639	2	119	15	15	5
90790	9	2	1	19	NA	5	6	2	NA	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	6	3	0	0	0	1	26	1	4	6	NA	13068.477842	12873.197512	2	124	14	8	2.48
90793	9	2	2	53	NA	2	2	1	NA	2	NA	2	1	6	NA	4	1	NA	2	2	2	1	2	2	2	2	2	2	5	5	1	1	0	2	53	2	4	1	3	14901.524307	15142.857022	1	124	8	8	1.76
90794	9	2	2	33	NA	5	6	1	NA	2	NA	2	2	2	NA	3	1	2	1	2	2	1	2	2	1	2	2	1	3	3	0	1	0	2	33	2	3	1	4	21528.861284	22804.148274	1	121	4	4	0.95
90795	9	2	1	18	NA	1	1	1	225	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	2	2	2	1	2	2	1	6	6	0	4	0	2	40	2	1	5	NA	14494.451776	14187.712076	1	121	1	1	0.11
90796	9	2	1	28	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	1	1	0	1	28	1	4	1	4	75178.155446	80819.112454	1	131	14	14	3.3
90797	9	2	2	62	NA	1	1	1	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	2	62	1	3	2	NA	9845.729657	9585.755282	1	127	5	5	1.26
90800	9	2	1	32	NA	2	2	2	NA	2	NA	2	2	5	NA	3	1	NA	2	2	2	2	2	2	2	2	1	2	3	1	0	0	0	1	32	2	3	1	NA	37547.151398	37750.488187	1	132	14	7	3.4
90802	9	2	1	74	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	1	74	1	4	2	NA	20164.80286	20281.319287	1	122	4	4	1.27
90805	9	2	2	22	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	2	40	1	4	1	4	29425.052496	29497.316053	1	123	15	15	5
90808	9	2	2	48	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	2	23	1	4	5	NA	37567.166108	37162.788072	2	131	7	7	2.08
90811	9	2	2	64	NA	2	2	1	NA	2	NA	2	2	3	NA	2	1	NA	2	2	2	1	2	2	1	2	2	2	2	2	0	0	2	1	70	2	4	1	2	7895.568095	7666.918971	1	124	3	3	0.75
90812	9	2	1	35	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	1	35	1	2	6	NA	35537.730646	40936.250592	2	120	2	2	0.21
90813	9	2	1	47	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	47	1	3	1	4	151411.357896	159281.290544	1	122	15	15	5
90814	9	2	2	80	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	2	80	1	4	1	4	41459.220566	45999.378825	2	126	14	14	5
90815	9	2	1	44	NA	5	6	1	NA	2	NA	2	1	7	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	3	0	1	44	2	5	1	5	11010.855816	11003.103546	2	128	15	15	5
90817	9	2	2	61	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	4	1	0	0	2	1	68	1	5	4	NA	161287.040052	159781.289142	2	125	4	2	0.76
90824	9	2	1	61	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	1	1	61	1	4	1	3	9741.482998	9680.283373	2	126	5	5	0.99
90825	9	2	1	65	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	1	1	65	1	4	3	NA	14637.30172	14545.344738	2	130	15	9	5
90829	9	2	1	65	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	1	65	1	5	1	4	125693.279058	126587.540245	1	125	8	8	3.3
90831	9	2	1	80	NA	3	3	2	NA	1	2	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	2	80	1	3	1	2	15289.514079	16339.008556	2	126	6	6	2
90833	9	2	1	24	NA	1	1	1	NA	2	NA	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	NA	NA	NA	NA	4	1	0	0	0	2	26	NA	NA	5	NA	42340.949528	46620.685882	2	128	8	4	1.43
90835	9	2	2	68	NA	2	2	2	NA	2	NA	2	1	9	NA	2	4	NA	2	2	2	2	2	2	2	2	2	2	1	1	0	0	1	2	68	2	2	4	NA	6178.307943	7499.064085	1	119	3	3	1.16
90837	9	2	2	23	NA	4	4	2	NA	2	NA	1	1	NA	NA	2	5	2	1	2	2	1	2	2	1	2	2	1	4	4	3	0	0	2	23	1	2	5	NA	26736.578579	27008.986269	1	132	1	1	0.01
90841	9	2	1	54	NA	2	2	1	NA	2	NA	2	2	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	1	54	2	5	1	5	34969.073514	36161.701362	2	128	9	9	2.83
90842	9	2	2	25	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	3	1	0	0	0	1	34	NA	NA	5	NA	92880.869567	93787.026576	1	126	7	4	1.61
90845	9	2	1	22	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	NA	NA	NA	1	2	2	1	4	4	0	0	1	1	60	NA	NA	1	NA	132839.626354	149048.001021	2	133	NA	NA	NA
90847	9	2	2	80	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	80	1	5	2	NA	61405.699792	64716.819333	1	122	6	6	2.46
90848	9	2	1	45	NA	5	6	1	NA	2	NA	2	1	5	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	1	45	2	5	1	5	15423.650599	15618.342571	1	125	10	10	2.55
90849	9	2	1	60	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	2	56	1	3	1	3	126173.047977	127070.722542	1	130	15	15	5
90850	9	2	2	62	NA	2	2	1	NA	2	NA	1	1	NA	NA	1	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	2	2	62	1	1	1	1	9632.695762	9223.528226	1	120	6	6	1.49
90851	9	2	2	32	NA	5	7	2	NA	2	NA	2	2	2	NA	5	1	2	1	2	2	1	2	2	NA	NA	NA	NA	5	5	1	2	0	1	46	2	5	1	5	53504.199549	54981.383686	2	128	77	77	NA
90852	9	2	2	34	NA	5	6	2	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	2	34	1	5	5	NA	20254.953869	24023.92945	1	119	10	10	5
90854	9	2	1	69	NA	2	2	1	NA	2	NA	2	2	7	NA	3	3	NA	2	2	2	2	2	2	2	2	2	2	2	1	0	0	2	1	71	2	1	3	NA	7864.276428	7595.830947	1	124	4	2	0.68
90856	9	2	2	42	NA	2	2	2	NA	2	NA	2	2	4	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	5	5	0	2	0	1	42	2	5	1	5	20507.887459	20565.743264	2	129	10	10	2.6
90859	9	2	2	50	NA	2	2	1	NA	2	NA	1	1	NA	NA	2	1	NA	2	2	2	1	2	2	1	2	2	1	3	3	0	0	1	1	50	2	2	1	2	17511.544761	17997.693349	1	125	2	2	0.43
90861	9	2	2	52	NA	4	4	1	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	1	56	1	5	1	5	25444.403574	26606.126792	2	133	10	10	3.22
90863	9	2	2	53	NA	4	4	1	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	2	53	1	3	5	NA	21338.429968	21384.244734	1	121	6	6	2.29
90865	9	2	1	18	NA	3	3	1	223	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	0	2	40	1	2	3	NA	26996.297919	28192.25997	1	125	6	6	1.49
90873	9	2	2	46	NA	4	4	2	NA	2	NA	2	1	6	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	1	0	2	46	2	5	5	NA	25741.622055	25928.788024	1	119	15	15	5
90878	9	2	1	64	NA	2	2	1	NA	1	1	1	1	NA	NA	2	4	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	1	1	64	1	2	4	NA	8873.745084	8714.70443	1	127	4	4	1.33
90882	9	2	2	53	NA	1	1	1	NA	2	NA	2	1	9	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	2	53	2	3	1	3	12957.607843	13558.33135	2	133	77	77	NA
90883	9	2	2	23	NA	1	1	1	NA	2	NA	2	2	5	NA	4	6	2	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	2	23	2	4	6	NA	28564.431321	32405.522978	1	120	5	2	0.51
90886	9	2	1	35	NA	1	1	1	NA	2	NA	2	2	99	NA	1	1	NA	1	2	1	1	2	1	2	2	1	2	5	5	1	2	0	1	35	2	1	1	1	24494.468888	26545.556862	1	120	77	77	NA
90887	9	2	1	28	NA	5	7	1	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	2	21	1	3	6	NA	44356.655356	47684.935817	1	125	4	4	0.75
90889	9	2	2	47	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	2	47	1	4	1	4	140846.545921	144723.454144	2	124	15	15	5
90891	9	2	1	27	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	3	2	0	0	0	1	45	NA	NA	6	NA	29682.637457	29388.885583	2	131	6	1	0.25
90892	9	2	1	80	NA	3	3	1	NA	1	1	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	1	80	1	5	2	NA	34161.87995	36812.067986	2	125	7	7	3.37
90894	9	2	1	77	NA	3	3	1	NA	1	1	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	1	77	1	4	2	NA	87465.681381	87241.569319	1	121	14	14	5
90902	9	2	1	23	NA	1	1	2	NA	2	NA	2	2	4	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	1	23	2	4	1	3	40195.852548	42477.108932	1	122	4	4	0.75
90904	9	2	1	39	NA	3	3	2	NA	1	1	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	39	1	4	1	4	28184.989047	29057.023927	1	131	3	3	0.75
90906	9	2	1	31	NA	5	6	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	7	7	2	0	0	1	31	1	3	5	NA	17804.530266	18510.581958	2	124	10	10	1.55
90908	9	2	2	61	NA	4	4	1	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	2	61	1	4	3	NA	21210.990176	20999.682476	2	126	5	5	1.35
90911	9	2	2	19	NA	1	1	2	235	2	NA	1	1	NA	12	NA	NA	NA	1	2	2	2	2	2	1	2	2	1	5	5	0	2	0	2	51	2	2	1	2	17493.081834	20187.427842	1	126	3	3	0.49
90913	9	2	1	25	NA	5	6	1	NA	2	NA	2	2	3	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	25	2	5	5	NA	14039.810385	15332.47684	1	133	7	7	3.06
90914	9	2	2	23	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	25	1	5	1	5	97785.469334	110563.25294	2	122	6	6	1.56
90915	9	2	1	49	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	3	0	1	49	1	5	1	5	88392.503367	89134.10176	2	125	15	15	5
90919	9	2	2	28	NA	1	1	1	NA	2	NA	2	2	5	NA	1	6	2	1	2	2	1	2	2	1	2	2	1	6	6	0	4	0	2	28	2	1	6	NA	22922.714407	24264.588802	1	120	2	2	0.18
90922	9	2	1	59	NA	4	4	1	NA	1	2	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	59	1	4	3	NA	21415.312076	21353.121868	1	125	8	8	4.46
90923	9	2	2	63	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	2	63	1	4	1	5	158531.685274	155749.294887	1	122	7	7	2.2
90924	9	2	2	33	NA	5	6	2	NA	2	NA	2	1	2	NA	5	1	1	1	2	2	1	2	2	1	2	2	1	4	4	1	0	1	2	33	2	5	1	5	27642.220164	29344.264786	1	132	9	9	2.43
90925	9	2	2	23	NA	2	2	1	NA	2	NA	2	2	3	NA	3	6	2	2	2	2	2	2	2	2	2	2	2	3	3	1	0	0	1	24	NA	NA	1	3	18249.042353	17921.268098	1	124	13	13	NA
90926	9	2	2	28	NA	5	6	1	NA	2	NA	2	2	3	NA	5	1	1	1	2	2	1	2	2	1	2	2	1	4	4	0	0	2	1	66	2	1	1	1	23407.852259	24468.433766	1	129	15	15	5
90927	9	2	1	63	NA	1	1	1	NA	2	NA	2	1	8	NA	1	2	NA	2	2	2	2	2	2	1	2	2	2	1	1	0	0	1	1	63	2	1	2	NA	8261.762664	8113.690331	1	127	6	6	2.89
90929	9	2	2	65	NA	5	7	2	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	1	2	65	1	4	2	NA	50296.216183	49826.658472	2	130	5	5	1.71
90930	9	2	2	76	NA	4	4	2	NA	2	NA	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	1	2	56	1	4	5	NA	24381.498981	24355.274932	1	132	15	15	5
90931	9	2	2	35	NA	1	1	1	NA	2	NA	1	1	NA	NA	5	3	2	1	2	2	1	2	2	1	2	2	1	3	1	0	0	0	1	35	1	3	4	NA	37235.589023	38949.537878	2	127	12	6	2.53
90932	9	2	2	45	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	53	1	3	1	4	107794.053857	108055.854056	2	123	14	14	5
90934	9	2	2	68	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	2	2	68	1	4	1	3	103500.92317	101684.377959	1	131	8	8	2.36
90937	9	2	1	23	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	2	23	1	4	5	NA	57018.811104	59284.102321	2	129	7	6	2.81
90938	9	2	1	55	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	55	1	2	3	NA	23841.375506	24450.064071	2	120	3	3	1.01
90941	9	2	1	65	NA	3	3	1	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	2	66	1	2	1	3	29971.772198	30185.010271	1	125	6	6	1.82
90943	9	2	1	25	NA	5	6	1	NA	2	NA	2	2	1	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	1	25	2	5	5	NA	39830.161889	43497.38479	2	122	8	6	2.1
90949	9	2	1	78	NA	3	3	2	NA	1	1	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	5	5	1	0	1	1	25	1	4	1	4	20164.80286	20281.319287	1	122	8	8	1.58
90951	9	2	1	36	NA	5	6	2	NA	2	NA	2	2	4	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	2	32	2	5	1	5	26965.24372	27758.704259	1	132	15	15	5
90954	9	2	1	55	NA	5	7	2	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	55	1	3	1	4	127439.179965	130692.799771	1	130	14	14	3.09
90955	9	2	1	61	NA	1	1	2	NA	1	1	2	1	9	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	1	2	54	2	3	1	4	8083.00136	8295.484674	1	120	9	9	2.74
90958	9	2	1	58	NA	3	3	2	NA	1	1	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	58	1	4	5	NA	115070.661476	123132.084017	2	126	14	14	5
90961	9	2	1	71	NA	4	4	1	NA	1	1	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	71	1	4	1	4	13295.49036	13920.936686	2	125	8	8	3.12
90963	9	2	1	39	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	1	39	1	4	1	5	75295.821679	77454.494362	1	131	8	8	2.44
90964	9	2	2	31	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	31	1	5	1	4	122282.526251	125658.594103	1	126	14	14	5
90967	9	2	2	80	NA	5	6	2	NA	2	NA	2	1	9	NA	4	5	NA	1	2	2	1	2	2	1	2	2	NA	2	1	0	0	2	2	80	2	4	5	NA	21730.502328	23423.626036	2	119	15	10	5
90970	9	2	2	46	NA	1	1	2	NA	2	NA	2	2	3	NA	1	1	NA	2	2	2	2	2	2	2	2	2	2	5	5	0	2	0	1	51	2	3	1	1	24930.976512	25001.310511	1	128	7	7	1.41
90971	9	2	2	58	NA	5	7	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	2	58	1	4	1	4	138963.565032	138098.595826	2	127	6	6	1.88
90972	9	2	1	40	NA	4	4	1	NA	1	1	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	6	6	1	3	0	1	40	1	5	1	3	18205.191793	17913.423276	2	133	9	9	1.84
90973	9	2	2	75	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	73	1	3	1	4	63658.541773	67009.943053	1	131	77	77	NA
90975	9	2	2	80	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	80	1	3	2	NA	71028.651737	81574.809263	1	126	8	8	4.25
90977	9	2	2	80	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	80	1	3	2	NA	41459.220566	47614.982505	2	126	6	6	2.27
90980	9	2	2	38	NA	4	4	1	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	6	6	1	2	0	2	38	1	3	5	NA	16662.47905	17403.667312	2	133	4	4	0.52
90982	9	2	2	62	NA	1	1	1	NA	2	NA	1	1	NA	NA	3	4	NA	1	2	2	1	2	2	1	2	2	1	3	2	0	0	2	1	75	NA	NA	1	NA	9845.729657	9585.755282	1	127	7	6	2.01
90983	9	2	2	37	NA	3	3	1	NA	2	NA	1	1	NA	NA	3	1	3	1	2	2	1	2	2	NA	NA	NA	NA	6	6	0	4	0	2	37	1	3	1	3	49946.351575	51325.307973	2	131	7	7	1.07
90986	9	2	2	74	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	74	1	4	2	NA	99216.790391	103575.008925	2	123	1	1	0.13
90988	9	2	1	32	NA	5	7	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	2	32	1	5	1	5	106737.028394	110039.439179	2	128	14	14	3.29
90989	9	2	2	18	NA	2	2	2	218	2	NA	1	1	NA	13	NA	NA	NA	2	2	2	2	2	2	1	2	2	1	3	3	0	0	0	2	48	2	4	4	NA	11190.638112	11380.876761	1	123	3	3	0.65
90990	9	2	1	19	NA	1	1	1	232	2	NA	2	1	3	14	NA	NA	NA	1	2	2	2	2	2	1	2	2	1	3	3	0	0	1	1	61	2	4	1	4	23460.560028	23238.264619	1	133	6	6	1.49
90991	9	2	2	19	NA	5	6	1	234	2	NA	2	1	5	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	57	2	3	1	5	13686.154093	13530.640772	1	133	15	15	5
90992	9	2	1	73	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	73	1	3	1	4	54416.382716	55187.999015	1	131	77	77	NA
90993	9	2	1	59	NA	5	6	1	NA	2	NA	2	1	7	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	59	2	5	1	NA	16707.332452	19543.327056	2	122	12	12	NA
90994	9	2	2	21	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	2	21	1	3	5	NA	85440.149055	85613.311101	2	124	5	5	1.68
90995	9	2	1	61	NA	4	4	2	NA	1	1	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	3	1	2	30	1	4	6	NA	15613.121835	15515.034387	2	130	8	8	1.58
90999	9	2	2	66	NA	1	1	1	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	1	61	NA	NA	1	3	9845.729657	9585.755282	1	127	4	4	1.13
91000	9	2	1	19	NA	4	4	2	236	2	NA	1	1	NA	15	NA	NA	NA	1	2	2	1	2	2	NA	NA	NA	NA	2	2	0	0	0	2	44	1	5	77	NA	11389.999177	11582.791933	2	129	6	6	1.59
91001	9	2	2	80	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	1	1	46	1	4	5	NA	45270.693793	50228.242717	2	129	12	12	NA
91002	9	2	1	59	NA	2	2	1	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	0	0	1	59	1	3	1	4	19922.505611	20601.966992	2	133	14	14	3.7
91004	9	2	1	63	NA	4	4	2	NA	1	1	1	1	NA	NA	2	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	1	1	63	1	2	3	NA	14637.30172	15623.474187	2	130	7	7	3.28
91008	9	2	2	27	NA	1	1	1	NA	2	NA	2	2	5	NA	4	1	2	2	2	2	2	2	2	1	2	2	1	4	4	2	0	0	1	36	2	1	1	4	22781.838057	23132.349141	1	120	6	6	1.24
91010	9	2	2	55	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	3	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	0	0	2	55	1	2	3	NA	128869.941774	128722.599416	2	120	6	6	1.03
91011	9	2	2	50	NA	1	1	2	NA	2	NA	1	1	NA	NA	5	3	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	0	2	50	1	5	3	NA	20663.779927	20722.075528	2	128	14	14	4.46
91013	9	2	1	22	NA	5	6	2	NA	2	NA	2	1	5	NA	5	5	NA	1	2	2	1	2	1	1	2	2	1	3	3	0	0	2	1	63	2	2	1	2	13263.726658	12538.680709	2	119	6	6	1.49
91017	9	2	2	48	NA	2	2	2	NA	2	NA	2	1	8	NA	2	5	NA	2	2	2	1	2	2	2	2	2	2	5	5	2	0	0	1	27	1	4	1	5	17879.628193	20988.395003	2	120	15	15	4.22
91018	9	2	1	63	NA	1	1	1	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	2	53	2	3	1	3	7323.174535	9803.490248	2	133	77	77	NA
91020	9	2	2	73	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	73	1	5	1	5	104199.357534	107874.404337	2	129	15	15	5
91024	9	2	1	19	NA	5	6	1	228	2	NA	2	2	3	13	NA	NA	NA	1	2	2	1	2	1	1	2	2	1	3	3	0	0	0	2	50	2	3	1	NA	7488.247823	7376.352044	1	133	13	13	NA
91025	9	2	2	26	NA	4	4	2	NA	2	NA	1	1	NA	NA	5	5	2	1	2	2	1	2	2	1	2	2	1	3	3	0	0	1	2	48	1	3	3	NA	26251.742644	26577.743504	2	129	99	99	NA
